empid,firstname,lastname,gender,email,dateofbirth,ageinyears,weightinkgs,yearofjoining,ssn,phoneno,city,zip,region,userid,password,stat
666886,Angelita,Reyes,F,angelita.reyes@shaw.ca,6/16/1963,54.15,45,1987,384-37-1874,231-348-5787,West Bloomfield,48325,Midwest,ajreyes,8%zW%hUzI~sCDq,Stop
572348,Selma,Floyd,F,selma.floyd@hotmail.com,9/30/1993,23.84,58,2015,132-98-3258,201-890-6290,Union City,7087,Northeast,slfloyd,Y7.>7veD~,Stop
846144,Edna,Paul,F,edna.paul@yahoo.com,1/8/1960,57.59,48,1989,701-18-9565,202-884-0157,Washington,20416,South,ebpaul,0;/}7C#o;aKr8,Running
665326,Dewayne,Sheppard,M,dewayne.sheppard@gmail.com,11/12/1958,58.75,78,2003,174-86-5982,314-751-4025,Kansas City,64165,Midwest,dnsheppard,YwdX;m@JA{>@-t,Running
119399,Gale,Rodriquez,M,gale.rodriquez@ibm.com,5/25/1961,56.21,85,1995,092-02-5594,218-967-8338,Easton,56025,Midwest,gcrodriquez,PU*MO&Syj,Stop
744539,Cora,Blackburn,F,cora.blackburn@gmail.com,12/24/1963,53.63,53,2013,203-84-3823,303-881-1240,Colorado Springs,80904,West,cjblackburn,6OHSp\Q$oz]!,Stop
518154,Annmarie,Roth,F,annmarie.roth@outlook.com,10/16/1980,36.81,45,2006,026-92-8374,212-963-4986,Bronx,10455,Northeast,adroth,nB.f2v~p,Running
416872,Owen,Lopez,M,owen.lopez@hotmail.co.uk,11/10/1976,40.74,65,2017,399-31-8754,314-473-4852,Joplin,64801,Midwest,oylopez,wF1dG|i~o~7Ii,Stop
339806,Chrystal,Pittman,F,chrystal.pittman@gmail.com,11/20/1966,50.72,47,2009,373-37-1916,212-255-0536,Wellesley Island,13640,Northeast,czpittman,LnVZUK?af?fwCl],Stop
991522,Thurman,Daniel,M,thurman.daniel@gmail.com,4/14/1969,48.32,86,2001,117-98-3109,319-660-0064,Oakville,52646,Midwest,trdaniel,c6X~1JtZ8%5l<,Stop
830373,Darnell,Hoffman,M,darnell.hoffman@rediffmail.com,4/17/1982,35.3,75,2013,506-57-3479,406-889-6201,Somers,59932,West,dqhoffman,WWFYr-&s}!{,Stop
987377,Raymundo,Sims,M,raymundo.sims@aol.com,11/27/1963,53.7,59,2009,348-08-8490,218-865-5355,Sargeant,55973,Midwest,rjsims,Z?pkAt7VN1pB75,Running
551251,Frederick,Graham,M,frederick.graham@aol.com,12/22/1962,54.64,79,2015,039-74-3734,262-925-8981,Tisch Mills,54240,Midwest,fhgraham,k$[$BkWFR,Running
143864,Natalie,Marshall,F,natalie.marshall@outlook.com,12/24/1973,43.62,58,2001,465-99-7174,202-347-7490,Washington,20023,South,npmarshall,nwMk-&N&icFr,Running
679990,Thad,Franklin,M,thad.franklin@charter.net,2/24/1994,23.44,51,2016,695-16-9414,423-587-6653,Baxter,38544,South,trfranklin,bXok9WHsPLW0],Stop
851939,Belinda,Trujillo,F,belinda.trujillo@btinternet.com,10/19/1991,25.79,43,2017,651-62-6017,319-756-6511,Killduff,50137,Midwest,bytrujillo,U+Uq+eM^>Zzkb6,Running
272885,Rosanna,Chase,F,rosanna.chase@yahoo.com,4/12/1972,45.32,42,2011,230-99-8474,406-613-2777,Wolf Creek,59648,West,rpchase,Ns|}b~_2_a,Running
588553,Wilda,Rios,F,wilda.rios@yahoo.com,11/4/1986,30.75,41,2010,206-84-2861,207-782-0745,Sebago,4029,Northeast,wirios,D?y^Z:B7&/,Running
739367,Alyssa,Marquez,F,alyssa.marquez@gmail.com,5/26/1978,39.2,46,2012,353-08-7747,236-605-1693,Saltville,24370,South,apmarquez,58E*?Rc%gD,Running
271247,Liz,Barry,F,liz.barry@gmail.com,9/2/1991,25.92,46,2013,698-16-5440,209-903-1796,Los Angeles,90080,West,lebarry,aqOo!UCor^iYfx,Stop
778200,Mariano,Lloyd,M,mariano.lloyd@aol.com,8/2/1959,58.03,50,1996,648-58-3097,304-979-3524,Ellamore,26267,South,mdlloyd,bR~\e-JMZ1,Running
338449,Forest,Moss,M,forest.moss@yahoo.com,8/29/1963,53.95,59,1994,469-57-2790,701-635-9553,Fargo,58123,Midwest,flmoss,qPk<1OvFFz]R,Running
581042,Gino,Sullivan,M,gino.sullivan@exxonmobil.com,11/20/1965,51.72,70,2014,452-99-2078,236-716-9172,Earlysville,22936,South,gksullivan,f1gucevRr,Running
138800,Jarred,Bernard,M,jarred.bernard@hotmail.com,5/1/1968,49.27,51,2012,117-98-9147,205-585-7186,Natural Bridge,35577,South,jtbernard,Gc@~ahIb+S%xKSX,Stop
553362,Preston,Floyd,M,preston.floyd@bellsouth.net,3/21/1968,49.39,54,1992,321-11-9089,314-653-6714,Gideon,63848,Midwest,pxfloyd,EZ7OE9O_]<MK,Stop
435055,Clinton,Farley,M,clinton.farley@sbcglobal.net,8/19/1982,34.96,66,2015,750-20-0365,231-961-6736,Ortonville,48462,Midwest,cwfarley,DoC5^KHvcV2,Running
469392,Dana,Hill,F,dana.hill@gmail.com,11/5/1958,58.77,59,1999,137-25-3034,907-394-7955,Sand Point,99661,West,dahill,ikHMM:43e262rh$,Stop
161467,Odell,Bryan,M,odell.bryan@yahoo.co.in,10/20/1980,36.79,89,2012,321-11-2808,262-231-1161,Twin Lakes,53181,Midwest,ogbryan,ThAp87xBLu,Stop
755543,Tameka,Atkinson,F,tameka.atkinson@hotmail.com,8/30/1983,33.93,46,2009,596-94-7472,240-525-4695,Glyndon,21071,South,tnatkinson,P6>iVf~ZI?el,Running
129077,Dominique,Moreno,M,dominique.moreno@aol.com,1/8/1991,26.57,83,2014,370-37-4770,385-619-6792,Lynndyl,84640,West,dzmoreno,OI4:j#*J~x~pVV,Stop
707856,Abraham,Mayo,M,abraham.mayo@ibm.com,5/3/1989,28.25,58,2015,527-99-3279,270-635-8933,Krypton,41754,South,ahmayo,GXT3<Mbi]pz,Stop
817818,Augustus,Hines,M,augustus.hines@yahoo.com,11/27/1966,50.7,90,1990,721-18-0372,206-591-3506,Yakima,98903,West,avhines,Z}}6gzxW,Stop
226811,Rene,Burks,M,rene.burks@rediffmail.com,1/1/1992,25.59,83,2016,642-29-3799,270-263-6464,Buckner,40010,South,rxburks,Zo4rpvy_MTSC,Stop
283199,Christian,Acevedo,M,christian.acevedo@outlook.com,7/21/1980,37.04,89,2006,134-98-5971,216-560-2480,Canton,44705,Midwest,cvacevedo,I7q!^x_H4,Stop
319493,Major,Lucas,M,major.lucas@gmail.com,11/9/1982,34.74,53,2011,145-23-2504,803-342-2604,Salters,29590,South,mxlucas,qMN+K-VUu*pc$UA,Stop
205347,Frieda,Hebert,F,frieda.hebert@ntlworld.com,8/23/1957,59.97,44,1985,209-84-9070,215-341-4420,Allentown,18175,Northeast,fzhebert,5@Ik#v2^E+vx8,Running
508019,Rachael,Newman,F,rachael.newman@gmail.com,6/12/1960,57.16,42,2001,443-27-3150,205-630-4701,Houston,35572,South,rsnewman,oJtUrW^FP%PE,Running
774862,Bernadine,Joseph,F,bernadine.joseph@gmail.com,12/1/1967,49.69,53,2006,667-48-9716,270-399-4566,Lexington,40513,South,bsjoseph,Jd[$u#}\.@0a,Stop
394200,Deanna,Mccoy,F,deanna.mccoy@yahoo.com,9/8/1972,44.92,54,1995,248-99-2433,262-864-7136,Milwaukee,53218,Midwest,dpmccoy,YO[*w%DZv8c,Running
887692,Joseph,Tucker,M,joseph.tucker@bp.com,10/3/1979,37.84,51,2006,232-57-4416,423-702-7689,Camden,38320,South,jbtucker,HZGG@\h.k,Stop
408248,Antwan,Richardson,M,antwan.richardson@hotmail.com,9/29/1973,43.86,83,2004,058-02-5142,209-406-6320,San Bernardino,92409,West,alrichardson,Yi[N}0Sp,Running
787931,Harrison,Ortega,M,harrison.ortega@exxonmobil.com,4/13/1975,42.32,82,1998,232-57-2534,314-369-3092,Kansas City,64198,Midwest,hdortega,yj%QK39t5]B9XFQ,Stop
547050,Dylan,Cantu,M,dylan.cantu@aol.com,7/1/1963,54.11,60,1998,264-99-1821,202-492-5695,Washington Navy Yard,20376,South,dtcantu,G9bU*da>K[Y,Running
964084,Winston,Hewitt,M,winston.hewitt@bp.com,4/11/1958,59.34,54,2013,213-91-5204,225-919-9605,Napoleonville,70390,South,wjhewitt,X\~>b*p/];,Running
574256,Serena,Marshall,F,serena.marshall@yahoo.com,11/1/1980,36.76,59,2016,367-39-8919,240-890-0735,Curtis Bay,21226,South,sfmarshall,k*1<bwK|lI%,Running
215473,Maryann,Vance,F,maryann.vance@sbcglobal.net,11/2/1971,45.77,54,2010,765-27-6732,228-827-0595,Chunky,39323,South,mvvance,R%<3dFu@Wml1>LD,Running
932175,Roxie,Mckay,F,roxie.mckay@gmail.com,10/14/1989,27.81,49,2013,084-02-1453,216-940-3945,Piney Fork,43941,Midwest,remckay,a&.!PhcY$,Running
472119,Sonny,Morin,M,sonny.morin@gmail.com,11/19/1969,47.72,60,2001,591-99-8508,216-364-8955,Cincinnati,45240,Midwest,sfmorin,T+XkOfDSP]%hVP5,Stop
282137,Eduardo,Burnett,M,eduardo.burnett@gmail.com,3/30/1970,47.36,75,2002,072-02-8158,262-498-0317,Pelican Lake,54463,Midwest,eqburnett,fyw&DhL@+X,Running
395867,Marietta,Watson,F,marietta.watson@gmail.com,3/25/1971,46.38,58,2014,233-57-5403,480-621-8088,Prescott,86302,West,mxwatson,U1c6yCyg]H~,Stop
923329,Nettie,Preston,F,nettie.preston@gmail.com,6/26/1979,38.12,40,2003,029-92-9147,216-500-1514,Columbus,43279,Midwest,napreston,ReYu#AeF}:,Running
901654,Sandy,Gillespie,M,sandy.gillespie@yahoo.com,7/21/1989,28.04,76,2012,558-99-4685,231-470-6122,Franklin,48025,Midwest,spgillespie,ArzGbY[~w+.YY.,Stop
673438,Christopher,Peters,M,christopher.peters@exxonmobil.com,7/24/1989,28.03,63,2015,182-86-6068,316-381-2376,Belvidere,67015,Midwest,czpeters,5/@b&saY8,Stop
626693,Felicia,Gilmore,F,felicia.gilmore@gmail.com,2/4/1973,44.51,41,1996,368-39-7418,236-751-0200,Lee Mont,23403,South,fsgilmore,De_L?KfY-$MW<$,Running
683325,Tyler,Mercado,M,tyler.mercado@gmail.com,4/23/1968,49.3,51,1999,122-98-4753,228-846-6014,Hattiesburg,39400,South,temercado,s&R1vVR@Od_j,Running
486465,Arline,Campbell,F,arline.campbell@gmail.com,12/28/1987,29.6,53,2012,321-11-2373,217-576-2262,Donovan,60931,Midwest,ancampbell,dik3NBQ4,Running
213493,Margo,Daniels,F,margo.daniels@gmail.com,1/26/1970,47.53,55,2009,295-15-0387,219-923-9444,Madison,47250,Midwest,mndaniels,1{b}t7<j3M>,Stop
234177,Kareem,Jimenez,M,kareem.jimenez@gmail.com,7/23/1982,35.04,61,2010,453-99-2431,212-998-0652,Niagara Falls,14305,Northeast,kojimenez,0WO@m%^*0DK,Stop
289041,Nanette,Lee,F,nanette.lee@aol.com,5/13/1963,54.25,57,2016,085-02-5150,209-309-8591,Terra Bella,93270,West,nplee,M%l:3n?MsOa5,Running
384810,Myra,Franco,F,myra.franco@hotmail.com,2/11/1990,27.48,58,2012,344-11-3491,270-570-5121,Shepherdsville,40165,South,mlfranco,FWnVTigS<},Running
149750,Luther,Harrell,M,luther.harrell@hotmail.com,1/28/1980,37.52,84,2009,063-02-8385,229-521-3282,Cuthbert,31740,South,ldharrell,m#Tn1[sgqR,Running
864858,Ramon,Campbell,M,ramon.campbell@walmart.com,9/22/1990,26.87,81,2013,418-67-5876,203-886-1827,Sterling,6377,Northeast,rscampbell,WTD50QK[eGC0,Stop
856418,Sallie,Huffman,F,sallie.huffman@walmart.com,8/11/1962,55,60,2005,079-02-9248,229-946-2253,Covington,30210,South,sjhuffman,G6J;b*3*824D,Stop
415537,Shirley,Herrera,F,shirley.herrera@gmail.com,8/4/1977,40.01,44,2010,596-94-8238,209-239-8332,Garden Grove,92842,West,szherrera,eqD:xgLUMbT,Running
414557,Corey,Harrell,M,corey.harrell@yahoo.com,7/23/1971,46.05,81,2003,730-28-1866,212-792-8145,Syracuse,13218,Northeast,cjharrell,T>AkU9iZ?e_^],Stop
999475,Carrie,Keller,F,carrie.keller@gmail.com,3/12/1994,23.39,40,2015,083-02-3969,479-566-8608,Doddridge,71834,South,ctkeller,Y6FTP#Gk{,Running
554345,Ofelia,Rivers,F,ofelia.rivers@gmail.com,5/14/1974,43.24,46,2000,714-18-2991,203-437-2507,Taftville,6380,Northeast,ojrivers,8i/p]5].Eq0a,Running
349751,Shelton,Harrison,M,shelton.harrison@yahoo.com,4/20/1986,31.29,84,2011,560-99-0098,319-398-8029,Klemme,50449,Midwest,svharrison,PA@<yL7QFkm>,Stop
194598,Carlene,Bernard,F,carlene.bernard@aol.com,7/21/1994,23.04,60,2015,576-99-2162,339-681-0793,Siasconset,2564,Northeast,cibernard,S^q?5OT]R}c,Running
466860,Earline,Cherry,F,earline.cherry@bp.com,7/19/1975,42.05,56,1997,659-24-8706,215-613-8378,Lykens,17048,Northeast,egcherry,rpmvhX%v~l,Stop
618554,Kitty,Mathis,F,kitty.mathis@gmail.com,11/2/1958,58.78,57,1991,033-92-4352,503-291-7361,Portland,97207,West,kumathis,yW_d}Bn+!uR_,Running
535812,Lavonne,Carney,F,lavonne.carney@bp.com,11/24/1969,47.71,41,2009,711-18-0831,210-383-2844,Westhoff,77994,South,lbcarney,cT?5uSB^LOdx+EY,Running
500345,Reyna,Marks,F,reyna.marks@hotmail.com,10/10/1982,34.82,43,2017,227-99-5136,216-657-0482,Alliance,44601,Midwest,rjmarks,C5i7Lj+]h,Running
735598,Preston,Perez,M,preston.perez@yahoo.com,10/30/1961,55.78,55,1992,215-91-2868,231-627-1020,Rudyard,49780,Midwest,pmperez,KYoh/O%@#%Axn,Running
921061,Isaac,Cochran,M,isaac.cochran@charter.net,7/14/1964,53.07,87,2006,302-15-8335,212-938-7324,Lynbrook,11564,Northeast,ipcochran,8;+Vw~LK,Running
968785,Noe,Clay,M,noe.clay@bellsouth.net,3/22/1975,42.38,72,2002,297-15-5482,217-458-3909,Solon Mills,60080,Midwest,nkclay,zqJt<W%f_7D7p,Stop
735499,Callie,Cohen,F,callie.cohen@aol.com,12/25/1967,49.62,45,1996,389-33-6184,212-913-8969,New York City,10031,Northeast,cjcohen,cQxsL]?/ZWC#E,Running
983480,Elliott,Marks,M,elliott.marks@aol.com,1/29/1966,51.53,60,2000,470-57-5011,229-435-8916,Atlanta,30326,South,epmarks,Q9XDI?[iV,Stop
206279,Georgina,Lamb,F,georgina.lamb@gmail.com,11/9/1991,25.73,42,2016,459-99-1978,316-334-5403,Uniontown,66779,Midwest,gflamb,A_!nw/B0P~,Running
582100,Frances,May,M,frances.may@rediffmail.com,11/20/1966,50.72,56,2001,318-11-7376,201-510-4857,Little Ferry,7643,Northeast,fdmay,k|g2hD;|,Stop
821988,Marc,Hurley,M,marc.hurley@gmail.com,7/21/1982,35.04,70,2016,304-37-5234,210-771-0515,Robert Lee,76945,South,myhurley,8ey<P.6<Bq,Running
611384,Nathaniel,Bates,M,nathaniel.bates@exxonmobil.com,11/2/1967,49.77,76,2003,025-92-4479,304-485-6950,Covel,24719,South,nvbates,R6Aq~3hccVZgP5,Stop
993792,Colby,Holder,M,colby.holder@walmart.com,8/8/1973,44,59,1999,640-29-9347,229-363-7104,Midland,31820,South,coholder,q}dQ*57:,Running
316999,Dee,Love,F,dee.love@ibm.com,9/21/1963,53.89,40,1993,541-83-3120,219-453-1822,Denham,46925,Midwest,dwlove,k_pvnf6ua,Stop
880526,Willie,Gibson,M,willie.gibson@gmail.com,1/9/1962,55.59,61,1999,065-02-1744,210-672-1876,Desoto,75123,South,wmgibson,1F@%z:IeyM,Running
201612,Alison,Walsh,F,alison.walsh@btinternet.com,8/12/1971,45.99,42,2010,364-39-6393,803-754-2504,Monetta,29105,South,agwalsh,WgyfQm?1,Running
481137,Gena,Holman,F,gena.holman@ntlworld.com,5/5/1989,28.25,47,2013,684-24-6541,479-730-0439,Alix,72820,South,glholman,Tdn6#o!G8v8byv,Running
191985,Tammy,Casey,F,tammy.casey@gmail.com,4/14/1980,37.31,51,2002,221-13-7601,216-524-3435,Ottoville,45876,Midwest,txcasey,28yj%Zp:1pq9OP,Running
244500,Shirley,Waller,F,shirley.waller@walmart.com,6/24/1959,58.13,46,1990,571-99-9701,270-487-2309,Martha,41159,South,slwaller,gR+vqTtO,Running
920668,Joanna,Poole,F,joanna.poole@bellsouth.net,5/25/1987,30.2,52,2015,596-94-6656,314-243-5461,Adrian,64720,Midwest,jlpoole,HKLn6q^$AN^,Stop
335470,Amber,Mendoza,F,amber.mendoza@gmail.com,2/5/1973,44.5,56,1994,119-98-6689,603-466-5911,Walpole,3608,Northeast,azmendoza,Brz7LWTD$lZc,Running
150036,Lourdes,Hull,F,lourdes.hull@hotmail.com,5/27/1968,49.2,47,1990,392-33-8988,480-286-0831,Catalina,85738,West,lohull,II8wEon:},Running
251640,Kim,England,F,kim.england@gmail.com,2/18/1970,47.47,50,1995,540-83-2628,423-810-3573,Baxter,38544,South,kdengland,XcvBZA#rs_,Stop
588702,Haley,Maddox,F,haley.maddox@gmail.com,3/13/1972,45.41,48,2004,478-43-6952,480-776-8203,Eagar,85925,West,homaddox,ZUUG?Ek&Lzg*}e,Stop
707453,Rory,Atkins,M,rory.atkins@gmail.com,9/5/1966,50.93,52,1995,422-67-4954,270-530-6531,Kona,41829,South,rfatkins,Tz:VYGd[lWvn8,Running
239168,Kathrine,Whitaker,F,kathrine.whitaker@yahoo.com,7/30/1992,25.01,46,2016,083-02-3732,210-927-7641,Port Bolivar,77650,South,kzwhitaker,z+-<yp&XnFdZ<,Stop
146790,Lou,Buckner,F,lou.buckner@gmail.com,10/29/1989,27.76,42,2010,263-99-8576,701-559-9925,Sheyenne,58374,Midwest,lmbuckner,UZ7Pf^F\Csx,Stop
637843,Karla,Barrera,F,karla.barrera@gmail.com,6/16/1966,51.15,40,1993,376-37-9748,406-503-5614,Bozeman,59771,West,kwbarrera,D50nPcYxAy:5_Eo,Stop
689587,Ava,Kane,F,ava.kane@aol.com,4/10/1983,34.32,40,2012,518-89-3528,219-501-7805,Fairbanks,47849,Midwest,amkane,MkQ33!}U\{,Stop
126316,Roseann,Riley,F,roseann.riley@aol.com,8/17/1976,40.97,50,2010,084-02-1565,605-260-9998,Rochford,57778,Midwest,rariley,vJC-i.2XYv0k#,Running
318026,Elizabeth,Fernandez,F,elizabeth.fernandez@gmail.com,7/4/1995,22.08,50,2016,109-98-5127,236-680-8124,Dabneys,23042,South,ehfernandez,qhx\7*Ylet~Y,Running
848311,Flora,Decker,F,flora.decker@aol.com,8/20/1957,59.98,44,1995,561-99-3291,385-701-5077,Aurora,84620,West,fbdecker,xZj11{\wEepTe9o,Running
774548,Shannon,Parker,F,shannon.parker@yahoo.com,12/17/1987,29.63,56,2011,521-99-6632,907-888-7743,North Pole,99705,West,siparker,ChR@|xei,Stop
611233,James,Cain,F,james.cain@gmail.com,1/4/1996,21.58,48,2017,697-16-0497,208-623-6536,Wilder,83676,West,jkcain,hxJ+N%5xLm?,Running
421652,Craig,Roberts,M,craig.roberts@yahoo.co.uk,9/26/1964,52.87,67,2004,510-33-4397,217-340-7427,Rockford,61106,Midwest,cnroberts,jmUa1[E\<,Stop
528969,Celina,Huffman,F,celina.huffman@aol.com,8/25/1977,39.95,59,2002,433-99-6609,303-570-6473,Wetmore,81253,West,chhuffman,V{j1^G.GkN4,Stop
202408,Jimmie,Burnett,F,jimmie.burnett@microsoft.com,2/23/1995,22.44,52,2017,238-99-5525,206-621-6851,Toppenish,98948,West,jfburnett,nS5AVd:$Xmnk7,Running
918148,Faye,Barrett,F,faye.barrett@sbcglobal.net,7/2/1985,32.09,51,2008,218-89-1824,270-979-8387,Marion,42064,South,fjbarrett,J2mqpeJjZ0,Stop
396091,Gena,Bradley,F,gena.bradley@gmail.com,2/17/1973,44.47,56,1999,466-99-8029,319-335-9592,Garden City,50102,Midwest,gabradley,mYeyB||T~*Hg,Running
808996,Deandre,Good,M,deandre.good@aol.com,6/13/1966,51.16,70,2007,010-94-4511,207-434-2187,South Waterford,4081,Northeast,dcgood,KV|UvevZ,Stop
752301,Garland,Ayers,M,garland.ayers@ibm.com,2/15/1971,46.48,52,2011,683-24-3490,479-957-8137,Kingston,72742,South,ghayers,j\5iCOuBl/GNw,Running
654102,Jerrod,Bell,M,jerrod.bell@yahoo.com,7/20/1992,25.04,86,2014,217-89-5121,228-915-9184,Columbus,39710,South,jcbell,z:]D+fn@,Running
809104,Alexis,Holland,M,alexis.holland@aol.com,12/25/1979,37.62,82,2011,556-99-2203,210-983-8877,Fort Worth,76110,South,aiholland,Dsbs#g$D%g?x;GP,Stop
929548,Deidre,Barrett,F,deidre.barrett@yahoo.com,5/28/1986,31.19,48,2012,717-18-2589,215-445-7100,Sykesville,15865,Northeast,dvbarrett,d[\@[none{!X:*,Stop
978535,Fred,Hoffman,M,fred.hoffman@microsoft.com,7/1/1970,47.11,90,2017,300-15-0846,210-278-7110,San Antonio,78261,South,fghoffman,XxJ%h~G9_,Stop
211729,Effie,Santana,F,effie.santana@yahoo.com,11/25/1962,54.71,51,1993,270-17-3244,215-545-5060,Chicora,16025,Northeast,exsantana,d!+8E/lZL6Df,Stop
760573,Juliette,Mosley,F,juliette.mosley@hotmail.com,9/2/1964,52.94,58,2014,664-22-2625,605-828-2040,Chancellor,57015,Midwest,jymosley,6+G}6!DH~s%*se\,Stop
979873,Susan,Schwartz,F,susan.schwartz@gmail.com,12/11/1968,48.66,47,2002,081-02-2214,215-578-8596,Boalsburg,16827,Northeast,seschwartz,Q$]&#U.J,Stop
446702,Richie,Downs,M,richie.downs@cox.net,10/12/1960,56.83,67,1992,249-99-9939,209-990-1777,Floriston,96111,West,rvdowns,R9Sk\F0{n0W,Stop
505362,Winston,Griffin,M,winston.griffin@gmail.com,12/6/1993,23.66,83,2015,196-84-7330,236-706-4648,Rural Retreat,24368,South,wigriffin,q^oCV9|Jd,Stop
451940,Sammy,Mills,M,sammy.mills@yahoo.com,2/26/1985,32.44,80,2006,012-94-9533,239-740-8337,Seminole,33776,South,snmills,vptO:]a[8P,Stop
411196,Gracie,Mosley,F,gracie.mosley@yahoo.co.uk,11/29/1967,49.7,48,2015,043-15-5539,252-933-6558,Millers Creek,28696,South,gcmosley,m%CUbP:vTBOl$wg,Stop
636457,Manuel,Bentley,M,manuel.bentley@yahoo.com,10/25/1958,58.8,78,2014,612-87-0154,304-225-2645,Cyclone,24827,South,mdbentley,45H.iF%&l,Stop
262702,Roberto,Hogan,M,roberto.hogan@aol.com,5/24/1964,53.21,67,2003,095-02-1801,319-361-9079,Liscomb,50148,Midwest,rohogan,kv!GYn><D{B5aZ-,Running
422323,Wilma,Gray,F,wilma.gray@gmail.com,7/31/1963,54.03,46,2002,129-98-2701,308-513-9527,Elk Creek,68348,Midwest,wugray,wsq>53nSp49w_&5,Running
328389,Roderick,Perry,M,roderick.perry@gmail.com,2/27/1984,33.44,81,2009,156-23-0500,339-636-3368,West Townsend,1474,Northeast,rtperry,Pn>0y;GDoqWAc,Stop
733184,Mayra,Bowen,F,mayra.bowen@gmail.com,4/22/1972,45.3,48,2011,437-99-2897,209-841-2723,San Diego,92134,West,mlbowen,Gf\KSa1qsm?i,Stop
649821,Andres,Alexander,M,andres.alexander@yahoo.com,8/21/1982,34.96,58,2015,303-37-9353,212-699-1989,Edwards,13635,Northeast,agalexander,lq3:]H3LVkG,Stop
117956,Quentin,Carney,M,quentin.carney@gmail.com,8/5/1978,39.01,83,2015,378-37-6428,218-666-9869,Donaldson,56720,Midwest,qbcarney,a;i}WN8pFA5}{,Stop
670526,Adrian,Dunlap,F,adrian.dunlap@hotmail.com,1/16/1985,32.55,60,2013,619-87-5812,203-936-3909,Hartford,6105,Northeast,awdunlap,s]vApKBm?Ja,Stop
752997,Lelia,Sawyer,F,lelia.sawyer@gmail.com,5/5/1980,37.25,46,2015,695-16-6612,319-717-7518,Millersburg,52308,Midwest,lhsawyer,L;D2nGOKY.,Stop
340599,Tad,Patrick,M,tad.patrick@yahoo.co.in,5/7/1977,40.25,62,1998,677-22-5970,239-831-9507,North Port,34290,South,tkpatrick,Xw3QK:_-&F^O,Running
239415,Pansy,Macdonald,F,pansy.macdonald@gmail.com,1/19/1973,44.55,54,2015,176-86-4548,215-543-6120,Hershey,17033,Northeast,pvmacdonald,Wg?x3q@1|DnC0,Stop
280326,Agustin,Gentry,M,agustin.gentry@aol.com,11/27/1962,54.7,82,1985,002-11-5972,423-410-5564,Chattanooga,37408,South,ajgentry,w_V3X0!7iD[,Running
445516,Riley,Conley,M,riley.conley@gmail.com,11/6/1991,25.74,70,2013,575-99-1775,210-262-5038,El Paso,88518,South,rrconley,4a?hNe;5?kW/,Stop
586177,Bernard,Leach,M,bernard.leach@sbcglobal.net,11/18/1989,27.71,53,2012,569-99-5915,303-296-0269,Kiowa,80117,West,bnleach,m2pn%kNEF+J2IOi,Stop
866614,Lonnie,Gonzales,M,lonnie.gonzales@aol.com,5/12/1968,49.24,72,2005,525-99-5425,210-813-7537,Missouri City,77459,South,lsgonzales,f2po%}t~EwKOu{,Stop
751376,Courtney,Barnes,M,courtney.barnes@ntlworld.com,7/3/1993,24.08,58,2014,516-49-6258,236-958-8215,Elliston,24087,South,cgbarnes,6kQ6PMiEj@0,Running
196645,Eliza,Odonnell,F,eliza.odonnell@msn.com,2/15/1987,30.47,46,2013,445-27-5887,339-906-5792,Worcester,1601,Northeast,erodonnell,58_6I8fh:TGg,Stop
728839,Jody,Mejia,M,jody.mejia@verizon.net,11/22/1959,57.72,57,2013,355-08-6730,270-958-5406,Rineyville,40162,South,jdmejia,O.6/kAU3LNg,Running
694921,Pam,Stuart,F,pam.stuart@gmail.com,1/20/1967,50.55,48,1990,234-57-6955,240-870-5879,Stockton,21864,South,plstuart,5|[xtQs3eO,Stop
719798,Trevor,Romero,M,trevor.romero@gmail.com,9/9/1982,34.91,68,2013,496-29-7731,201-605-4247,Clifton,7011,Northeast,tmromero,xreWg;CL1,Stop
375797,Tamara,Perez,F,tamara.perez@aol.com,4/25/1976,41.28,45,2012,383-37-8487,215-606-2786,Essington,19029,Northeast,tzperez,V6JB/+0mM8#!k&R,Running
160350,Bonita,Dixon,F,bonita.dixon@gmail.com,9/2/1978,38.93,49,2003,661-22-4242,215-203-8551,Kennett Square,19348,Northeast,bndixon,F:-{UHQ3S~cvx,Running
937931,Raphael,Durham,M,raphael.durham@bp.com,4/8/1972,45.33,69,2010,446-27-1565,252-634-5403,Elm City,27822,South,rodurham,pH6!aFzK,Stop
155916,Rosanne,Mendoza,F,rosanne.mendoza@shell.com,9/22/1958,58.89,41,1980,420-67-2231,605-701-8540,White Lake,57383,Midwest,rmmendoza,tE@{G\:OwU1],Stop
905335,Ola,Hays,F,ola.hays@exxonmobil.com,12/2/1979,37.68,45,2014,143-23-6142,209-344-1530,Redlands,92373,West,oehays,GiEcDB[y,Stop
502509,Genevieve,Finley,F,genevieve.finley@charter.net,11/7/1957,59.76,41,2003,118-98-7557,219-544-5838,Ora,46968,Midwest,gpfinley,W/]Wg^@&@}/h,Running
563580,Lamont,Albert,M,lamont.albert@yahoo.com,4/9/1968,49.33,54,1995,105-02-1211,215-848-2868,Cassville,16623,Northeast,lqalbert,lJ-]?+R]!9:h3,Stop
433698,Margie,Vincent,F,margie.vincent@ibm.com,11/4/1974,42.76,56,2006,653-60-7379,210-722-8478,Corpus Christi,78415,South,mrvincent,Co#N%DEOCdt,Stop
